Province,Nearest major airport,Range/Region,Year first climbed,Name,Convenient Center,Difficulty,Country,Most recent eruption,Best months for climbing,Id,Elevation (meters),Heights,First successful climber(s),State,Longitude,Volcanic status,Elevation (feet),Latitude,Continent
,krakow (balice),carpathian mountains,,runek,nowy targ,walk up,Poland,,,4219,1005.0,3297 ft/1005 m,,,20.1552,,3297.0,49.2948,europe
,krakow (balice),carpathian mountains,,lubań,nowy targ,walk up,Poland,,,4218,1225.0,4019 ft/1225 m,,,20.2025,,4019.0,49.2917,europe
,burlington international,,,camels hump,waterbury,walk up,United States,,"may, jun, jul, aug, sep, oct",1333,1245.0,4083 ft/1245 m,,vermont,-72.8867,,4083.0,44.3194,north america
,kathmandu,central nepal himalaya,1953.0,imja tse,namche bazar,basic snow/ice climb,Nepal,,"apr, may, oct, nov",444,6183.0,20285 ft/6183 m,"c.evans, a.gregory, c.wylie, t.norgay + 7 sherpas",,86.936111,,20285.0,27.9225,asia
,tehran,alborz,,takhte soleyman,kalardasht,walk up,Iran,,"jul, aug",1545,1463.0,4800 ft/1463 m,not applicabel,,47.234859,,4800.0,36.604297,asia
,seattle,cascade range,,reed peak,winthrop,walk up,United States,,"may, jun, jul, aug, sep, oct",696,2293.0,7523 ft/2293 m,,washington,-120.104814,,7523.0,48.848507,north america
,tehran,,,sialan,ghazvin,scramble,Iran,,"mar, apr, may, jun, jul, aug, sep",1631,4250.0,13943 ft/4250 m,,,,,13943.0,,asia
,ranon (asturies),cordillera cantabrica,,tiatordos,el campu (casu),walk up,Spain,,"mar, apr, may, jun, jul, aug, sep, oct, nov",1543,1951.0,6401 ft/1951 m,,,-5.106583,,6401.0,43.19116,europe
,"shannon, ireland",ireland ,,carrantuohill,"killarney, ireland",walk up,Ireland,,"jun, jul, aug, sep",39,1040.0,3414 ft/1040 m,,,-9.75,,3414.0,52.0,europe
,"tel aviv, israel",sinai-palestine ranges,,"carmel, mount","haifa, israel",walk up,Israel,,"apr, may, jun",38,546.0,1791 ft/546 m,,,35.05,,1791.0,32.733333,asia
,,carpathian mountains,,swinica,,scramble,Poland,,oct,694,2301.0,7549 ft/2301 m,,,20.009167,,7549.0,49.219444,europe
,eugene airport,,,"pisgah, mount",eugene/springfield,walk up,United States,,"jan, feb, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",3260,467.0,1531 ft/467 m,,oregon,-122.96452,,1531.0,44.00567,north america
,"mérida, venezuela",cordillera de merida,1935.0,pico bolivar,"mérida, venezuela",technical climb,Venezuela,,"jan, feb, mar, nov, dec",33,4978.0,16332 ft/4978 m,enrique bourgoin,,-71.0425,,16332.0,8.54361,south america
,"alma ata, kazachstan,  urumqi, china",eastern tien shan,,bogda peak,turpan,basic snow/ice climb,China,,"jul, aug, sep",32,5445.0,17864 ft/5445 m,,,88.5333,,17864.0,43.75,asia
,"anchorage, alaska",wrangell mountains,1912.0,"blackburn, mount","copper center or strelna, alaska",basic snow/ice climb,United States,,"jun, jul, aug",31,4996.0,16390 ft/4996 m,"dora keen,  g.w. handy",alaska,-143.433,,16390.0,61.7317,north america
,"zurich, switzerland",rhaetian alps,1850.0,bernina,"st. moritz, switzerland",basic snow/ice climb,Switzerland,,"jul, aug, sep",30,4049.0,13284 ft/4049 m,"johann coaz,  jon ragut tschamer,  lorenz ragut tschamer",,9.90824,,13284.0,46.382393,europe
,"douala, cameroon",cameroon mountains,1861.0,cameroon mountain,"buea, cameroon",walk up,Cameroon,,"jan, feb, dec",37,4070.0,13354 ft/4070 m,sir richard burton,,9.18333,active,13354.0,4.2,africa
,"reno, nevada",great basin ranges,,boundary peak,"bishop, california",walk up,United States,,"jun, jul, aug, sep",36,4006.0,13143 ft/4006 m,,nevada,-118.35,,13143.0,37.85,north america
,"boise, idaho",idaho-bitterroot rockies,,borah peak,"mackay, idaho",scramble,United States,,"jul, aug, sep",35,3859.0,12662 ft/3859 m,probably usgs surveyor thomas m. bannon,idaho,-113.783,,12662.0,44.1333,north america
,"seattle, washington",cascade range,1937.0,bonanza peak,"darrington, washington",technical climb,United States,,"may, jun, jul, aug",34,2899.0,9511 ft/2899 m,"j. leuthold, c. & b. james",washington,-120.866303,,9511.0,48.238251,north america
,exeter,,,high willhays,okehampton,walk up,United Kingdom,,"apr, may, jun, jul, aug, sep, oct",1241,621.0,2037 ft/621 m,,,-4.01,,2037.0,50.685,europe
,,,,pic des trois conseillers,saint-lary,walk up,France,,jun,1536,3039.0,9970 ft/3039 m,,,,,9970.0,,europe
,tórshavn,,,slættaratindur,gjøgv,walk up,Faroe Islands,,"may, jun, jul, aug, sep, oct",3090,882.0,2894 ft/882 m,,,-7.0125,,2894.0,62.296389,europe
,tórshavn,,,gráfelli,gjøgv,walk up,Faroe Islands,,"may, jun, jul, aug, sep, oct",3091,856.0,2808 ft/856 m,,,-6.99867,,2808.0,62.311109,europe
,"geneva, lyon",savoy alps,,pointe d'arcalod,annecy,major mountain expedition,France,,"may, jun, jul, aug, sep, oct",3096,2217.0,7274 ft/2217 m,,,6.2333,,7274.0,45.6833,europe
,,carpathian mountains,,parangul mare,petrosani,walk up,Romania,,"jan, feb, apr, may, jun, jul, aug, sep, oct, nov, dec",1244,2519.0,8264 ft/2519 m,,,,,8264.0,,europe
,innsbruck,,,hohe geige,plangeross,scramble,Austria,,"jul, aug",647,3393.0,11132 ft/3393 m,,,10.908611,,11132.0,47.004722,europe
,innsbruck,,,glockturm,"feichten, kaunertal",walk up,Austria,,"jun, jul, aug, sep",646,3353.0,11001 ft/3353 m,,,10.665556,,11001.0,46.893056,europe
,"bakersfield, ca",sierra nevada,,breckenridge mountain,"bakersfield, ca",walk up,United States,,"may, jun, jul, aug, sep, oct, nov",649,2301.0,7548 ft/2301 m,,california,-118.583,,7548.0,35.4511,north america
,"innsbruck, munich, salzburg",kitzbuhel,,hintere goinger halt,ellmau,walk up,Austria,,"jul, aug, sep, oct",648,2192.0,7192 ft/2192 m,,,,,7192.0,,europe
,inverness,scottish highlands,,ben tee,fort william,walk up,United Kingdom,,"jan, feb, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",3099,901.0,2956 ft/901 m,,,-4.899167,,2956.0,57.0325,europe
,salt lake city,uinta range,,"watson, mount",kamas,scramble,United States,,,1538,3511.0,11521 ft/3511 m,,utah,-110.978,,11521.0,40.6972,north america
,denver international,front range,,"toll, mount",lyons or boulder,scramble,United States,,"jun, jul, aug, sep",1493,3956.0,12978 ft/3956 m,mr. toll,colorado,-105.633,,12978.0,40.0883,north america
,"klamath falls, oregon",cascade range,,"mcloughlin, mount",,walk up,United States,,"aug, sep",339,2894.0,9495 ft/2894 m,,oregon,-122.316027,,9495.0,42.444551,north america
,seattle,cascade range,1970.0,pilot peak,darrington,scramble,United States,,"mar, apr, may, jun, jul, aug, sep, oct",338,2160.0,7088 ft/2160 m,"gordon fulks, frank head, jim lucke",washington,-121.134696,,7088.0,48.293615,north america
,seattle,cascade range,,"higgins east, mount",darrington,technical climb,United States,,"mar, apr, may, jun, jul, aug, sep, oct",335,1567.0,5142 ft/1567 m,,washington,-121.762247,,5142.0,48.31494,north america
,"vancouver, bc",cascade range,,"shuksan, mount","glacier, washington",scramble,United States,,"may, jun, jul, aug",334,2782.0,9127 ft/2782 m,"asahel curtis, w. montelius price",washington,-121.602917,,9127.0,48.830958,north america
,seattle,cascade range,,downey peak,darrington,scramble,United States,,"mar, apr, may, jun, jul, aug, sep, oct",337,1806.0,5924 ft/1806 m,,washington,-121.184478,,5924.0,48.27174,north america
,seattle,cascade range,1948.0,yellowjacket tower,leavenworth,technical climb,United States,,"feb, apr, may, jun, jul, aug, sep, oct, nov",336,1372.0,4500 ft/1372 m,"pete schoenig, fred beckey, herb staley",washington,-120.7476,,4500.0,47.535139,north america
,zurich or geneva,pennine alps,1855.0,weissmies,saas grund,basic snow/ice climb,Switzerland,,"jul, aug",331,4023.0,13199 ft/4023 m,peter zurbriggen and jakob haeusser,,8.011944,,13199.0,46.127778,europe
,zurich or geneva,pennine alps,1856.0,allalinhorn,saas fee,basic snow/ice climb,Switzerland,,"jul, aug",330,4027.0,13212 ft/4027 m,"edward ames, franz andenmatten, johann imseng",,7.894806,,13212.0,46.046139,europe
,nabire,maoke range,1962.0,puncak jaya,nabire,scramble,Indonesia,,"feb, apr, may, jun, jul, aug, sep, oct, nov",333,4884.0,16023 ft/4884 m,"heinrich harrer, with temple, kippaz and huizenga",,137.183,,16023.0,-4.08333,australia/oceania
,seattle,cascade range,,hubbart peak,index,basic snow/ice climb,United States,,"apr, may, jun, jul, aug, sep, oct",332,1809.0,5936 ft/1809 m,,washington,-121.40502,,5936.0,47.930463,north america
,"parma, bologna",apennines,1978.0,pumacioletto,parma,walk up,Italy,,"jan, feb, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",4101,1690.0,5545 ft/1690 m,a. saccani - r. ghillani south-west face,,10.057891,,5545.0,44.385279,europe
,"padova, venezia",dolomites,1879.0,canali (cima),tonadico,technical climb,Italy,,"jul, aug, sep",4100,2891.0,9485 ft/2891 m,michele bettega-f.tucker,,11.874168,,9485.0,46.23911,europe
,podgorica,dinaric alps,,medjed,zabljak,walk up,Serbia and Montenegro,,"jan, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",4103,2287.0,7503 ft/2287 m,,,19.06939,,7503.0,43.12705,europe
,"padova, venezia",dolomites,1893.0,rocchetta alta di bosconero,forno di zoldo,technical climb,Italy,,"jun, jul, aug, sep",4102,2412.0,7913 ft/2412 m,jeanne immink - r.v.lichtenberg - p.dimai - s. innerkofler,,12.286241,,7913.0,46.33169,europe
,torino,graian alps,1880.0,courmaon,ceresole reale,scramble,Italy,,"jul, aug, sep",4105,3162.0,10374 ft/3162 m,guarducci topographer,,7.232433,,10374.0,45.456814,europe
,podgorica,dinaric alps,,prutaš,zabljak,walk up,Serbia and Montenegro,,"jan, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",4104,2393.0,7851 ft/2393 m,,,19.00201,,7851.0,43.12667,europe
,torino,cottian alps,,rocca provenzale (croce provenzale),"chiappera, acceglio",scramble,Italy,,"may, jun, jul, aug, sep, oct",4107,2402.0,7881 ft/2402 m,local hunters,,6.921869,,7881.0,44.505423,europe
,firenze,,,pizzo d'uccello,aulla,scramble,Italy,,"may, jun, jul, aug, sep, oct",4106,1781.0,5843 ft/1781 m,,,10.168707,,5843.0,44.144884,europe
,"lugano, berna",urner alps,,bergseeschijen,andermatt,scramble,Switzerland,,"jun, jul, aug, sep, oct",4109,2815.0,9236 ft/2815 m,,,8.484082,,9236.0,46.658601,europe
,"berna, lugano",urner alps,1995.0,hannibal turm,andermatt,technical climb,Switzerland,,"jun, jul, aug, sep",4108,2882.0,9455 ft/2882 m,beni wenger - jurg von kanel,,8.415589,,9455.0,46.603281,europe
,denver international,,,clark peak,"fort collins, colorado",scramble,United States,,"aug, sep",3967,3947.0,12951 ft/3947 m,,colorado,-105.929489,,12951.0,40.607176,north america
,seattle-tacoma,cascade range,,joey,"marblemount, winthrop",scramble,United States,,"jun, jul, aug, sep",4626,2494.0,8183 ft/2494 m,,washington,-120.61962,,8183.0,48.523859,north america
british columbia,"kamloops, bc",columbia mountains,1907.0,"begbie, mount","revelstoke, bc",basic snow/ice climb,Canada,,"jul, aug",3377,2732.0,8963 ft/2732 m,"haggen, herdman, robertson, e. feuz jr.",,-118.2558,,8963.0,50.8848,north america
,,,,"romelo, mount","siniloan, laguna",walk up,Philippines,,"jan, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",3898,300.0,984 ft/300 m,,,,,984.0,,asia
,glasgow,scottish highlands,,ben vane,arrochar,walk up,United Kingdom,,"apr, may, jun, jul, aug, sep, oct",3899,915.0,3002 ft/915 m,,,-4.78172,,3002.0,56.2498,europe
,seattle -tacoma,cascade range,1933.0,"hardy, mount",burlington,scramble,United States,,"jul, aug, sep",2980,2463.0,8080 ft/2463 m,"sidney schmerling, hermann ulrichs",washington,-120.755324,,8080.0,48.581888,north america
,mendoza,central argentina-chile,,colorado,mendoza,major mountain expedition,Argentina,,"jan, mar, nov, dec",3893,5200.0,17060 ft/5200 m,"giannacari, ugalde",,-69.429817,,17060.0,-32.970364,south america
,,,,drus,chamonix,major mountain expedition,France,,"jan, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",3890,3754.0,12316 ft/3754 m,,,6.955547,,12316.0,45.932647,europe
,,,,pico cotalba,,scramble,Spain,,"jan, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",3891,2030.0,6660 ft/2030 m,,,-4.9653,,6660.0,43.2753,europe
,sofia,balkan mountains,,todorini kukli,"sofia, montana",walk up,Bulgaria,,"jul, aug, sep",3896,1785.0,5856 ft/1785 m,,,23.196945,,5856.0,43.138573,europe
,plovdiv,macedonia-thrace,1827.0,snejanka,pamporovo,scramble,Bulgaria,never,"apr, may, jun, jul, aug, sep, oct, nov",3897,1930.0,6332 ft/1930 m,stefan shumkov,,24.677696,,6332.0,41.636999,europe
,zaragoza,pyrenees,,garmo negro,huesca,walk up,Spain,,"may, jun, jul, aug, sep, oct",3894,3051.0,10010 ft/3051 m,,,-0.2725,,10010.0,42.7766,europe
,oporto / porto,portugal-galicia,,pé de cabril,caldas do geres,scramble,Portugal,,"jan, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",3895,1237.0,4058 ft/1237 m,,,-8.158422,,4058.0,41.766991,europe
alberta,calgary or edmonton,canadian rockies,1908.0,"unwin, mount",jasper,technical climb,Canada,,"jul, aug",3467,3268.0,10722 ft/3268 m,sidney unwin,,-117.5278,,10722.0,52.6097,north america
,salt lake international,wasatch range,,"olympus, mount",salt lake city,scramble,United States,,"may, jun, jul, aug, sep",846,2751.0,9026 ft/2751 m,,utah,-111.767,,9026.0,40.65,north america
,"lhasa, tibet",,,jampayang,,,China,,,845,5950.0,19521 ft/5950 m,unclimbed (early 2000),,,,19521.0,,asia
,zuerich,,,erzhorn,arosa,scramble,Switzerland,,"jul, aug, sep, oct",3464,2924.0,9593 ft/2924 m,,,9.677658,,9593.0,46.779278,europe
,bundaberg,,2000.0,"maria, mount",rosedale,walk up,Australia,,,1085,337.0,1106 ft/337 m,jarrod neish,,,,1106.0,,australia/oceania
,zurich or geneva,berner oberland,1840.0,hockenhorn,goppenstein,scramble,Switzerland,,"jun, jul, aug",1464,3293.0,10804 ft/3293 m,a. and t. malkin,,7.744167,,10804.0,46.428333,europe
,el alto,bolivian andes,,mururata,la paz,basic snow/ice climb,Bolivia,,"may, jun, jul, aug",3463,5865.0,19242 ft/5865 m,,,-67.833333,,19242.0,-16.5,south america
,pto.montt,central argentina-chile,,puyehue,entre lagos,basic snow/ice climb,Chile,,"jan, feb, sep, oct, nov, dec",1496,2240.0,7349 ft/2240 m,,,,,7349.0,,south america
,"lugano agno, milano malpensa, milano linate",pennine alps,,monte generoso,"mendrisio, chiasso, como",walk up,Switzerland,,"may, jun, jul, aug, sep",2119,1701.0,5581 ft/1701 m,,,9.02,,5581.0,45.93125,europe
,henderson,solomon islands,,"popomaneseu, mt",honiara,walk up,Solomon Islands,,"may, jun, jul, aug",3462,2340.0,7677 ft/2340 m,,,160.06219,dormant,7677.0,-9.70359,australia/oceania
,seattle,cascade range,,little annapurna,leavenworth,walk up,United States,,"jun, jul, aug, sep, oct",2542,2573.0,8440 ft/2573 m,,washington,-120.814,,8440.0,47.4682,north america
,milano malpensa,,,pedum,verbania,scramble,Italy,,"may, jun, jul, aug, sep",1466,2111.0,6926 ft/2111 m,,,,,6926.0,,europe
,,dolomites,1920.0,pala di san martino,san martino di castrozza,technical climb,Italy,,"jun, jul, aug, sep",4079,2987.0,9800 ft/2987 m,"g.langes, e.merlet",,11.8478,,9800.0,46.2541,europe
,torino,cottian alps,1905.0,roma (punta),crissolo,scramble,Italy,,"jun, jul, aug, sep",4078,3070.0,10072 ft/3070 m,u. valbusa - c. perotti,,7.074962,,10072.0,44.688259,europe
,milano,bernina alps,1858.0,morteratsch,st. moritz - pontresina,basic snow/ice climb,Switzerland,,"jul, aug, sep",4075,3751.0,12306 ft/3751 m,g. brugger-p.gensler-k.emmermann-a. klaingutti,,9.90347,,12306.0,46.404233,europe
,"bolzano, verona, innsbruck",noric alps,1854.0,hochgall (collalto),campo tures,basic snow/ice climb,Italy,,"jul, aug, sep",4074,3436.0,11273 ft/3436 m,hermann v. and companions,,12.129057,,11273.0,46.913681,europe
,"parma, bologna",apennines,,orsaro,parma,,Italy,,"jan, feb, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",4077,1831.0,6007 ft/1831 m,,,9.995456,,6007.0,44.400971,europe
,milano,ortler alps,1887.0,pasquale,santa caterina valfurva,basic snow/ice climb,Italy,,"jun, jul, aug, sep",4076,3553.0,11657 ft/3553 m,g. cavalieri - g.b. confortola - f.cola,,10.601588,,11657.0,46.443331,europe
,,dolomites,,sass rigais,,,Italy,,"jun, jul, aug, sep",4071,3025.0,9925 ft/3025 m,,,11.767889,,9925.0,46.610056,europe
,,dolomites,,cima della fradusta,san martino di castrozza,walk up,Italy,,"jan, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",4070,2939.0,9642 ft/2939 m,,,11.8734,,9642.0,46.2511,europe
,verona,dolomites,1877.0,baffelan,recoaro terme,scramble,Italy,,"may, jun, jul, aug, sep, oct",4073,1793.0,5883 ft/1793 m,g. bolfe and companions,,11.175907,,5883.0,45.733866,europe
,,dolomites,1880.0,cima furchetta,,,Italy,,"jun, jul, aug, sep",4072,3025.0,9925 ft/3025 m,johann santner,,11.772873,,9925.0,46.612225,europe
,mehrabad in tehran,alborz,,zarin kooh,damavand,walk up,Iran,,"jan, mar, apr, may, jun",3966,3850.0,12631 ft/3850 m,,,52.227974,,12631.0,35.706377,asia
,klagenfurt,,,golz,hermagor,walk up,Austria,,"may, jun, jul, aug, sep, oct, nov",841,2004.0,6575 ft/2004 m,,,13.35,,6575.0,46.6667,europe
,geneva,,,petite aiguille verte,chamonix,,France,,"jan, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",3964,3512.0,11522 ft/3512 m,,,6.9586,,11522.0,45.9479,europe
,mehrabad,alborz,,changizchal,damavand,scramble,Iran,,"mar, apr",3965,4050.0,13287 ft/4050 m,,,52.115021,,13287.0,35.785165,asia
,rio de janeiro ou são paulo,southern brazilian highlands,1957.0,pedra do picú,"são lourenço, mg",technical climb,Brazil,,"may, jun, jul, aug, sep",3962,1600.0,5249 ft/1600 m,centro excursionista brasileiro (ceb) - chaminé pai eugênio,,-44.775397,,5249.0,-22.337126,south america
,guarulhos ou rio de janeiro,,,prateleiras,"são lourenço, mg",scramble,Brazil,,"may, jun, jul, aug, sep",3963,2530.0,8301 ft/2530 m,,,-44.669938,,8301.0,-22.399721,south america
,bern,lepontine alps,,hubschhorn,brig,walk up,Switzerland,,"jun, jul, aug, sep",3960,3192.0,10472 ft/3192 m,,,8.0575,,10472.0,46.237386,europe
british columbia,abbotsford international / kelowna international,cascade range,,"frosty, mount","princeton, bc / hope, bc",scramble,Canada,,"jul, aug, sep",3961,2408.0,7900 ft/2408 m,,,-120.847549,,7900.0,49.012654,north america
,,sierra nevada,,garnet peak,alpine,walk up,United States,,"mar, apr, may, jun, jul, aug, sep, oct, nov",3968,1798.0,5900 ft/1798 m,,california/california,-116.453857,,5900.0,32.908195,north america
quebec,jean lesage international airport (québec city ),canadian appalachians,,mont richardson,"saint-anne des-monts,qc",walk up,Canada,,"may, jun, jul, aug, sep, oct, nov",3969,1180.0,3871 ft/1180 m,,,-66.016374,,3871.0,48.927462,north america
,anchorage,chugach mountains,,peak 2,anchorage,walk up,United States,,"jun, jul, aug",3638,1114.0,3658 ft/1114 m,,alaska,-149.658337,,3658.0,61.084525,north america
,geneva,savoy alps,,mont buet,chamonix,walk up,France,,"apr, may, jun, jul, aug, sep",3636,3099.0,10168 ft/3099 m,,,6.851349,,10168.0,46.024145,europe
,,colorado plateau,,angels landing,springdale,scramble,United States,,"mar, apr, may, jun, jul, aug, sep, oct",3637,1765.0,5790 ft/1765 m,,utah,-112.947878,,5790.0,37.269331,north america
,katmandu,central nepal himalaya,,chomo lonzo,katmandu,major mountain expedition,Nepal,,"mar, apr, may",3634,7818.0,25650 ft/7818 m,,,87.108056,,25650.0,27.93,asia
,seattle-tacoma,cascade range,,dege peak,enumclaw,walk up,United States,,"may, jun, jul, aug, sep, oct",3635,2135.0,7006 ft/2135 m,,washington,-121.610713,,7006.0,46.918497,north america
,anchorage,chugach mountains,,north suicide peak,anchorage,basic snow/ice climb,United States,,"jan, mar, apr, may, jun, jul, aug, sep, oct, nov, dec",3633,1544.0,5065 ft/1544 m,,alaska,-149.574444,,5065.0,61.029444,north america
,memmingen,bavarian alps,,grünten,sonthofen/allgäu,,Germany,,"apr, may, jun, jul, aug, sep, oct",3630,1738.0,5702 ft/1738 m,,,10.319595,,5702.0,47.556604,europe
,"friedrichshafen, memmingen",austrian alps,,pfänder,bregenz,walk up,Austria,,"mar, apr, may, jun, jul, aug, sep, oct, nov",3631,1064.0,3491 ft/1064 m,,,9.779549,,3491.0,47.507809,europe
,seattle-tacoma,cascade range,,stiletto peak,"marblemount, winthrop",scramble,United States,,"jun, jul, aug, sep",4611,2335.0,7660 ft/2335 m,,washington,-120.666414,,7660.0,48.483758,north america
